id,tanggal,lokasi_dominan
66,05/06/19,Kota Bandar Lampung
67,05/06/19,Kota Banda Aceh
68,05/06/19,Kota Bandar Lampung
69,05/06/19,Kota Yogyakarta
70,05/06/19,Kota Surabaya
71,05/06/19,Kabupaten Bantul
72,05/06/19,Kota Semarang
73,05/06/19,Kabupaten Sleman
74,05/06/19,Kabupaten Bekasi
75,05/06/19,Kota Tangerang Selatan
76,05/06/19,Kota Tangerang Selatan
77,05/06/19,Kabupaten Bekasi
78,05/06/19,Jakarta Timur
79,05/06/19,Kota Yogyakarta
80,05/06/19,Kabupaten Lampung Selatan
81,05/06/19,Kota Yogyakarta
82,05/06/19,Kabupaten Wonogiri
83,05/06/19,Kabupaten Lampung Selatan
84,05/06/19,Kota Padang
85,05/06/19,Kabupaten Sleman
86,05/06/19,Jakarta Barat
87,05/06/19,Kota Medan
88,05/06/19,Kota Padang
89,05/06/19,Kota Bogor
90,05/06/19,Kota Semarang
91,05/06/19,Kabupaten Bantul
92,05/06/19,Kabupaten Wonogiri
93,05/06/19,Kota Padang
94,05/06/19,Kota Medan
95,05/06/19,Kota Bandung
96,05/06/19,Kota Yogyakarta
97,05/06/19,Kota Bandar Lampung
98,05/06/19,Kota Yogyakarta
99,05/06/19,Kabupaten Wonogiri
100,05/06/19,Kabupaten Sleman
